-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,16,16,16,16,16,16,7,7,7,7,7,7,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,37,-1,37,37,37,37,37,24,16,16,16,16,16,16,16,16,37,16,16,16,16,16,16,16,16,10,16,16,16,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,2,37,37,37,37,37,37,37,15,16,16,37,10,16,10,16,37,16,16,16,16,16,16,16,16,10,16,10,16,17,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,10,10,10,10,13,13,13,37,37,37,37,37,37,16,16,16,16,10,16,16,16,16,37,37,16,16,37,16,16,16,16,16,10,10,17,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,10,10,10,10,10,13,13,13,37,37,37,37,37,37,25,25,25,25,25,25,16,16,16,10,16,16,16,16,16,16,16,16,16,16,16,16,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,10,10,10,10,10,10,10,13,13,10,11,37,37,37,37,37,37,37,37,37,37,37,24,25,25,10,10,10,16,16,16,16,10,10,16,16,16,10,17,-1
-1,-1,-1,-1,-1,-1,0,1,10,10,10,10,10,10,10,10,10,13,13,10,10,1,1,2,37,37,37,37,37,37,37,37,37,37,37,24,25,16,16,10,10,16,16,16,16,16,16,10,17,-1
-1,-1,-1,0,1,1,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,10,2,37,37,37,37,37,37,37,37,37,37,37,37,24,25,16,16,10,37,16,16,16,16,16,17,-1
-1,-1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,10,10,1,1,2,37,37,37,37,37,37,37,37,37,37,37,24,16,16,37,10,10,16,16,16,17,-1
-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,10,10,10,10,10,2,37,37,37,37,37,37,37,37,37,37,37,24,25,16,10,16,16,16,16,17,-1
0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,16,10,10,10,10,10,2,37,37,37,37,37,37,37,37,37,37,37,37,24,16,16,10,16,16,17,-1
18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,16,16,10,10,10,10,10,2,37,37,37,37,37,37,37,37,37,37,37,37,24,16,16,16,16,26,37
-1,18,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,16,16,10,10,10,10,10,10,1,1,2,37,37,37,37,37,37,37,37,37,37,15,16,16,16,37,37
-1,-1,-1,18,19,19,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10,16,16,10,10,10,10,10,10,10,10,10,2,37,37,37,37,37,37,37,37,37,15,16,16,16,37,37
-1,-1,-1,-1,-1,-1,9,10,10,10,10,16,16,10,10,10,10,13,13,13,13,13,10,16,16,10,10,10,10,10,10,10,10,10,11,37,37,37,37,37,37,37,37,37,37,37,24,26,37,37
